timestamp,ratio,probability,station_id,event_time
2023-10-04 09:14:45,0.7016877729736841,0.0070512906427564635,chungthang,2023-10-04T09:15:00
2023-10-04 09:14:46,0.5395903528994497,0.00553774662454699,chungthang,2023-10-04T09:15:00
2023-10-04 09:14:47,0.4699881776726898,0.004991485500326393,chungthang,2023-10-04T09:15:00
2023-10-04 09:14:48,0.536564786339968,0.0055128095715869215,chungthang,2023-10-04T09:15:00
2023-10-04 09:14:49,0.598462111420246,0.006045923071723792,chungthang,2023-10-04T09:15:00
2023-10-04 09:14:50,0.5571081276418662,0.005684350668904935,chungthang,2023-10-04T09:15:00
2023-10-04 09:14:51,0.5972796638283749,0.0060352737570848,chungthang,2023-10-04T09:15:00
2023-10-04 09:14:52,0.6228925169765601,0.006270174217400085,chungthang,2023-10-04T09:15:00
2023-10-04 09:14:53,0.6447600924289786,0.006477900393950189,chungthang,2023-10-04T09:15:00
2023-10-04 09:14:54,0.7641657175398627,0.00773871029981658,chungthang,2023-10-04T09:15:00
2023-10-04 09:14:55,0.7698568555542404,0.0078045383881328164,chungthang,2023-10-04T09:15:00
2023-10-04 09:14:56,1.1530505676649927,0.013783221762638756,chungthang,2023-10-04T09:15:00
2023-10-04 09:14:57,1.2866510692984474,0.016790261852251274,chungthang,2023-10-04T09:15:00
2023-10-04 09:14:58,1.1938311688311682,0.014639946644544023,chungthang,2023-10-04T09:15:00
2023-10-04 09:14:59,1.3004329378232184,0.017134966779281984,chungthang,2023-10-04T09:15:00
2023-10-04 09:15:00,1.2988291118384914,0.01709449789392861,chungthang,2023-10-04T09:15:00
2023-10-04 09:15:01,1.4146667941485795,0.02027268620582375,chungthang,2023-10-04T09:15:00
2023-10-04 09:15:02,1.4592708766763747,0.021645093684523536,chungthang,2023-10-04T09:15:00
2023-10-04 09:15:03,3.309853626418152,0.2620734356012273,chungthang,2023-10-04T09:15:00
2023-10-04 09:15:04,3.914227596887182,0.4678796440659566,chungthang,2023-10-04T09:15:00
2023-10-04 09:15:05,4.214212228101117,0.5796455085911912,chungthang,2023-10-04T09:15:00
2023-10-04 09:15:06,4.261669307537258,0.5968853314027476,chungthang,2023-10-04T09:15:00
2023-10-04 09:15:07,4.219697341451537,0.5816489105128454,chungthang,2023-10-04T09:15:00
2023-10-04 09:15:08,4.375561277691473,0.6372254421108703,chungthang,2023-10-04T09:15:00
2023-10-04 09:15:09,4.5456553732217175,0.693914240971298,chungthang,2023-10-04T09:15:00
2023-10-04 09:15:10,4.767021155073122,0.7596080266793571,chungthang,2023-10-04T09:15:00
2023-10-04 09:15:11,4.881606909262437,0.7895824487369242,chungthang,2023-10-04T09:15:00
2023-10-04 09:15:12,5.0124818874986925,0.8203503340045875,chungthang,2023-10-04T09:15:00
